name,beads_0,beads_1,beads_2,beads_3,beads_4,beads_5,beads_6,beads_7,sample_a,sample_b
S_redundant_496,0.000,0.000,0.000,0.000,0.000,0.172,1.438,0.000,0.188,1.481
S_redundant_500,0.000,0.001,0.027,0.035,0.000,0.294,0.436,0.000,0.000,1.150
S_redundant_504,0.000,0.000,0.000,0.000,0.000,0.002,0.045,0.000,0.622,0.458
S_redundant_508,0.000,0.000,0.009,0.283,0.000,0.025,0.000,0.000,0.000,0.360
S_redundant_512,0.000,0.000,0.013,1.283,0.000,0.006,0.310,0.000,0.000,2.215
S_redundant_516,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.463
S_redundant_520,0.000,0.000,0.001,0.316,0.000,0.140,0.000,0.001,0.000,1.451
S_redundant_524,0.000,0.000,0.000,0.000,0.000,0.007,0.004,0.000,0.000,0.953
S_redundant_528,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_532,0.000,0.000,0.000,0.035,0.000,0.096,0.054,0.707,0.202,0.922
S_redundant_536,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_540,0.000,0.000,0.094,0.316,0.000,1.005,0.019,0.003,0.009,0.725
S_redundant_544,0.000,0.000,0.000,0.000,0.000,0.361,0.002,0.000,0.009,0.479
S_redundant_548,0.000,0.000,0.000,0.018,0.000,0.441,0.000,0.000,0.000,0.288
S_redundant_552,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,2.178
S_redundant_556,0.066,0.066,2.145,0.000,0.066,0.221,0.066,0.566,0.003,1.331
S_redundant_560,1.061,11.790,0.066,0.000,1.957,0.748,0.566,2.987,0.276,1.058
S_redundant_564,0.000,0.000,0.009,8.219,0.000,0.012,0.025,0.000,0.002,1.356
S_redundant_568,0.000,0.000,0.000,0.000,0.000,0.251,0.154,0.000,0.192,0.552
S_redundant_572,0.000,0.000,0.316,0.189,0.000,0.561,0.000,0.000,0.000,0.975
S_redundant_576,0.000,0.000,0.000,0.002,0.000,0.146,0.000,0.000,0.576,2.108
S_redundant_580,0.000,0.000,0.000,0.000,0.000,0.341,0.000,0.000,0.001,1.190
S_redundant_584,5.335,0.066,0.066,0.000,0.066,0.070,0.566,1.641,0.003,0.360
S_redundant_588,0.004,0.000,0.726,0.189,0.000,0.019,0.000,0.000,0.000,2.771
S_redundant_592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.856
S_redundant_596,0.031,0.000,0.027,0.000,0.000,0.490,0.031,0.000,1.869,2.308
S_redundant_600,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_604,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.767
S_redundant_608,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_612,1.061,0.066,0.820,0.000,1.957,0.794,0.066,1.641,0.017,1.219
S_redundant_616,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_620,0.000,0.000,0.000,0.316,0.000,0.140,0.000,0.010,0.000,1.894
S_redundant_624,0.000,0.000,0.035,0.000,0.000,0.110,0.703,0.000,0.436,0.286
S_redundant_628,0.000,0.000,0.000,0.136,0.000,0.000,0.019,0.167,0.036,0.614
S_redundant_632,0.001,0.000,0.001,0.000,0.000,0.760,0.002,0.000,0.000,0.358
S_redundant_636,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_640,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_644,0.000,0.000,0.009,0.028,0.000,0.186,0.000,0.000,0.000,0.331
S_redundant_648,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.110,0.470
S_redundant_652,0.000,0.000,0.009,0.028,0.000,0.721,0.000,0.000,0.000,1.942
S_redundant_656,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_660,0.000,0.000,0.000,0.000,0.000,0.109,0.006,0.000,0.000,1.734
S_redundant_664,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,4.329
S_redundant_668,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,1.478
S_redundant_672,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_676,7.963,14.849,3.354,0.000,33.061,1.062,3.354,1.641,0.784,2.057
S_redundant_680,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,2.561
S_redundant_684,0.000,0.000,0.315,0.316,0.000,0.000,0.013,0.416,0.000,0.585
S_redundant_688,0.000,0.000,0.000,0.028,0.000,3.276,0.000,0.000,0.001,1.435
S_redundant_692,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.000,1.562
S_redundant_696,0.000,0.000,0.000,0.000,0.000,1.523,0.000,0.000,0.000,0.210
S_redundant_700,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.003,0.000,1.567
S_redundant_704,0.000,0.000,0.000,0.094,0.000,0.508,0.310,0.000,0.000,0.486
S_redundant_708,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.303
S_redundant_712,0.000,0.227,0.000,0.136,0.000,0.025,0.000,0.003,0.122,0.370
S_redundant_716,0.000,0.000,0.000,0.254,0.000,0.135,0.096,0.019,0.206,0.449
S_redundant_720,0.000,0.000,0.000,0.018,0.000,0.002,0.000,0.000,0.005,2.136
S_redundant_724,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_728,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,100.000,0.340
S_redundant_732,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,100.000,1.340
S_redundant_736,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,170.644,0.459
S_redundant_740,0.000,0.000,2.565,0.283,0.000,0.003,0.105,0.000,165.128,0.934
S_redundant_744,0.000,0.000,0.000,0.000,0.000,0.160,0.013,0.130,0.202,0.176
S_redundant_748,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_752,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,2.451
S_redundant_760,0.066,1.342,0.066,0.000,5.335,0.748,0.066,2.987,0.008,1.108
S_redundant_764,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.162,0.182
S_redundant_768,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.164
S_redundant_772,0.000,0.009,0.000,0.000,0.000,0.021,0.000,0.000,0.198,0.560
S_redundant_776,0.000,0.000,0.000,0.000,0.000,0.514,0.002,0.000,0.097,1.053
S_redundant_780,0.000,0.000,0.000,0.028,0.000,0.004,0.005,0.000,0.000,0.996
S_redundant_784,0.000,0.000,0.000,0.000,0.000,0.066,0.017,0.000,0.000,0.165
S_redundant_788,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.814
S_redundant_792,0.000,0.000,0.000,0.018,0.000,0.006,0.000,0.000,0.002,0.612
S_redundant_796,0.066,5.756,0.811,0.000,5.335,0.703,2.290,0.066,0.003,0.331
S_redundant_800,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.632
S_redundant_808,0.000,0.000,0.009,1.562,0.000,1.507,0.465,0.000,0.001,0.697
S_redundant_812,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,2.600
S_redundant_816,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_820,0.000,0.000,0.000,0.136,0.000,0.000,0.000,0.000,0.000,0.117
S_redundant_824,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.591
S_redundant_828,0.000,0.000,1.283,1.885,0.000,2.773,0.053,0.021,0.002,0.832
S_redundant_832,0.000,0.000,0.009,0.037,0.000,0.005,0.000,0.000,0.000,1.219
S_redundant_836,0.000,0.000,0.009,0.018,0.000,0.441,0.004,0.000,0.000,0.773
S_redundant_840,0.000,0.000,0.044,0.000,0.000,0.000,0.041,0.014,0.005,1.309
S_redundant_844,0.000,0.000,0.000,0.000,0.000,0.007,0.001,0.000,0.000,2.375
S_redundant_848,0.000,0.000,0.189,0.018,0.000,0.944,0.000,0.000,0.000,0.331
S_redundant_852,0.000,0.000,0.000,0.000,0.000,0.503,0.000,0.000,0.000,4.099
S_redundant_856,0.066,5.756,3.670,0.000,9.360,1.342,1.342,0.066,0.000,0.752
S_redundant_860,0.066,1.342,0.066,0.000,5.335,0.071,0.066,0.566,0.008,0.416
S_redundant_864,1.061,0.066,0.820,0.000,0.066,0.227,0.566,0.066,0.017,0.459
S_redundant_868,0.000,0.000,0.000,0.009,0.000,0.300,0.000,0.003,0.000,1.749
S_redundant_872,0.000,0.000,0.000,0.046,0.000,0.005,0.000,0.000,0.000,2.136
S_redundant_876,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.430
S_redundant_880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.167
S_redundant_884,0.000,0.000,0.000,0.000,0.000,0.002,0.073,0.000,0.000,0.398
S_redundant_888,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_892,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.014,0.000,0.320
S_redundant_896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143
S_redundant_900,0.000,0.000,0.013,0.000,0.000,0.599,0.054,0.000,0.143,0.963
S_redundant_904,0.000,0.000,0.000,0.009,0.000,0.300,0.002,0.000,0.002,0.724
S_redundant_908,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.118
S_redundant_916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.970
S_redundant_920,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.182,2.348
S_redundant_924,0.000,0.000,0.000,0.000,0.000,0.313,0.000,0.000,0.000,0.128
S_redundant_928,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_932,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,0.280,1.253
S_redundant_936,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_940,0.000,0.000,0.781,0.632,0.000,1.579,0.000,0.000,0.000,1.451
S_redundant_944,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.315,0.108,1.963
S_redundant_948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496
S_redundant_952,0.000,0.000,0.000,0.037,0.000,0.031,0.000,0.000,0.001,0.373
S_redundant_956,0.000,0.000,0.007,0.000,0.000,0.572,0.001,0.000,0.167,0.193
S_redundant_960,10.804,1.342,5.335,0.000,13.301,1.342,3.367,0.566,1.786,1.409
S_redundant_964,0.000,0.000,0.094,0.028,0.000,0.004,0.000,0.000,0.000,0.373
S_redundant_968,0.000,0.000,0.189,3.846,0.000,0.182,0.000,0.000,0.000,1.081
S_redundant_972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.621
S_redundant_976,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,1.329
S_redundant_980,0.000,0.000,0.000,0.000,0.000,0.015,0.001,0.000,0.000,1.105
S_redundant_984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.184
S_redundant_988,0.000,0.000,0.000,0.000,0.000,0.416,0.000,0.000,0.000,0.549
S_redundant_992,0.000,0.000,0.094,0.094,0.000,0.421,1.910,0.000,0.000,2.701
S_redundant_996,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,2.239
S_redundant_1000,0.000,0.000,0.316,0.316,0.000,0.589,0.019,0.003,0.000,2.145
S_redundant_1004,0.000,0.000,0.000,0.000,0.000,0.039,0.034,0.000,0.092,0.479
S_redundant_1008,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.165,0.651
S_redundant_1012,5.335,0.066,0.801,0.000,9.360,0.748,0.566,0.066,0.119,2.031
S_redundant_1016,0.000,0.000,0.781,0.018,0.000,0.186,0.000,0.000,0.005,0.331
S_redundant_1020,0.000,0.000,0.018,0.947,0.000,0.182,0.004,0.000,0.000,0.331
S_redundant_1024,0.000,0.000,0.001,0.100,0.000,0.000,0.000,0.385,0.012,0.548
S_redundant_1028,0.000,0.000,0.316,1.562,0.000,0.012,0.003,0.000,0.000,0.863
S_redundant_1032,0.000,0.000,0.781,0.028,0.000,0.003,0.000,0.000,0.002,0.317
S_redundant_1036,0.000,0.000,0.000,0.000,0.000,0.007,0.001,0.000,0.000,0.609
S_redundant_1040,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,1.163
S_redundant_1044,0.000,0.000,0.000,0.377,0.000,1.765,0.000,0.000,0.000,1.219
S_redundant_1048,0.000,0.000,0.000,0.000,0.000,0.158,0.167,0.021,0.911,2.081
S_redundant_1052,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.291
S_redundant_1056,0.000,0.000,0.007,0.094,0.000,0.000,0.073,0.116,0.000,0.925
S_redundant_1060,0.000,0.000,0.000,0.781,0.000,0.001,0.002,0.000,0.000,0.642
S_redundant_1064,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1068,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.787
S_redundant_1072,0.000,0.000,0.000,0.000,0.000,0.020,0.054,0.000,0.337,1.289
S_redundant_1076,0.000,0.000,0.000,0.000,0.002,0.025,0.000,0.000,0.144,1.234
S_redundant_1080,0.066,3.354,3.670,0.000,5.335,0.209,0.566,0.066,0.032,1.086
S_redundant_1084,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1088,0.000,0.000,0.000,0.000,0.000,0.761,0.013,0.000,0.014,2.447
S_redundant_1092,0.000,0.000,0.241,0.000,0.000,0.000,0.000,0.045,0.001,1.262
S_redundant_1096,0.000,0.000,0.000,0.000,0.000,0.097,0.391,0.000,0.143,0.144
S_redundant_1100,0.000,0.110,0.152,0.136,0.000,0.053,0.115,0.000,0.657,0.618
S_redundant_1104,0.000,0.000,0.000,0.009,0.000,0.193,0.000,0.000,0.043,1.066
S_redundant_1108,0.000,0.005,0.001,0.001,0.000,0.302,0.001,0.000,0.000,2.650
S_redundant_1112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.870
S_redundant_1116,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1120,0.467,0.000,0.000,0.000,0.000,0.002,0.001,0.060,0.199,0.247
S_redundant_1124,0.000,0.000,0.781,5.515,0.000,0.012,0.000,0.000,0.000,1.503
S_redundant_1128,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1132,0.000,0.000,0.000,0.029,0.000,0.089,0.000,0.000,0.001,0.919
S_redundant_1136,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1140,0.000,0.000,0.009,0.283,0.000,0.019,0.000,0.000,0.000,0.331
S_redundant_1144,0.000,0.000,0.009,0.189,0.000,0.182,0.025,0.000,0.000,2.094
S_redundant_1148,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.001,0.265
S_redundant_1152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.305
S_redundant_1156,0.000,0.000,0.675,1.349,0.000,0.195,0.652,0.030,0.487,0.906
S_redundant_1160,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.034,0.813
S_redundant_1164,0.000,0.000,0.000,0.000,0.000,0.066,0.007,0.000,0.000,0.804
S_redundant_1168,0.000,0.000,0.000,0.472,0.000,0.025,0.000,0.000,0.000,0.416
S_redundant_1172,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.046,3.519
S_redundant_1176,0.000,0.000,0.000,0.000,0.000,0.053,0.019,0.093,0.044,0.923
S_redundant_1180,0.000,0.000,0.189,0.283,0.000,0.025,0.131,0.000,0.000,2.305
S_redundant_1184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.572
S_redundant_1188,0.000,0.000,0.009,0.018,0.000,0.140,0.000,0.000,0.001,0.835
S_redundant_1192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.216
S_redundant_1196,7.963,1.342,3.670,0.000,1.957,0.070,0.066,0.066,0.083,0.353
S_redundant_1200,0.000,0.000,0.114,0.197,0.000,0.097,0.113,0.000,0.707,1.646
S_redundant_1204,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.196
S_redundant_1208,0.000,0.000,0.189,0.283,0.000,2.012,0.000,0.000,0.000,0.365
S_redundant_1212,5.335,3.354,2.051,0.000,1.957,1.342,0.566,4.519,0.164,0.317
S_redundant_1216,0.000,0.000,0.010,0.000,0.000,0.004,0.026,0.002,0.000,1.455
S_redundant_1220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.848
S_redundant_1224,0.000,0.000,0.000,0.781,0.000,0.523,0.000,0.000,0.000,1.058
S_redundant_1228,0.000,0.000,0.000,0.000,0.000,0.183,0.000,0.535,0.001,1.771
S_redundant_1232,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,2.482
S_redundant_1236,0.111,0.000,0.000,0.000,0.000,0.029,0.006,0.010,0.021,2.166
S_redundant_1240,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.530
S_redundant_1248,0.000,0.000,0.000,0.000,0.000,0.001,0.155,0.000,0.000,1.073
S_redundant_1252,0.000,1.063,0.000,0.000,0.000,0.075,0.002,0.000,0.159,0.399
S_redundant_1256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.894
S_redundant_1260,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_1264,0.000,0.000,0.000,0.007,0.000,0.046,0.001,0.000,0.000,0.154
S_redundant_1268,0.000,0.000,0.000,0.145,0.000,0.197,0.000,0.000,0.544,2.868
SPECIAL_1,0.000,0.000,0.000,0.189,0.000,0.006,0.002,0.000,0.000,100.000
SPECIAL_2,0.000,0.400,0.000,0.000,0.000,0.607,0.000,0.060,0.115,87.500
SPECIAL_3,0.000,0.000,0.000,0.000,0.000,0.160,0.002,0.000,0.000,100.000
